Signal Legend:

Key        Signal Name

0        = upload_en
1        = motor_enable
2        = laser_enable
3        = alarm_io[2..0]
4        = altgx_drive:altgx_driveEx01|send_en
5        = altgx_drive:altgx_driveEx01|rx_dataout[15..0]
6        = algo_top:algo_topEx01|angle_offset[15..0]
7        = single_target_valid
8        = single_target_pos[17..0]
9        = zero_value[31..0]
10       = altgx_drive:altgx_driveEx01|cycle_ctrl:cycle_ctrlEx01|cnt[31..0]
11       = altgx_drive:altgx_driveEx01|cycle_ctrl:cycle_ctrlEx01|laser_start

Data Table:

Signals-> 0 1 2 3  4 5     6   7 8  9    10  11 

sample

153       0 1 1 0h 0 0000h 135 0 82 7397 81  1  
154       0 1 1 0h 0 0000h 135 0 82 7397 82  1  
155       0 1 1 0h 0 0000h 135 0 82 7397 83  1  
156       0 1 1 0h 0 0000h 135 0 82 7397 84  1  
157       0 1 1 0h 0 0000h 135 0 82 7397 85  1  
158       0 1 1 0h 0 0000h 135 0 82 7397 86  1  
159       0 1 1 0h 0 0000h 135 0 82 7397 87  1  
160       0 1 1 0h 0 0000h 135 0 82 7397 88  1  
161       0 1 1 0h 0 0000h 135 0 82 7397 89  1  
162       0 1 1 0h 0 0000h 135 0 82 7397 90  1  
163       0 1 1 0h 0 0000h 135 0 82 7397 91  1  
164       0 1 1 0h 0 0000h 135 0 82 7397 92  1  
165       0 1 1 0h 0 0000h 135 0 82 7397 93  1  
166       0 1 1 0h 0 0000h 135 0 82 7397 94  1  
167       0 1 1 0h 0 0000h 135 0 82 7397 95  1  
168       0 1 1 0h 0 0000h 135 0 82 7397 96  1  
169       0 1 1 0h 0 0000h 135 0 82 7397 97  1  
170       0 1 1 0h 0 0000h 135 0 82 7397 98  1  
171       0 1 1 0h 0 0000h 135 0 82 7397 99  1  
172       0 1 1 0h 0 0000h 135 0 82 7397 100 1  
173       0 1 1 0h 0 0000h 135 0 82 7397 101 1  
174       0 1 1 0h 0 0000h 135 0 82 7397 102 1  
175       0 1 1 0h 0 0000h 135 0 82 7397 103 1  
176       0 1 1 0h 0 0000h 135 0 82 7397 104 1  
177       0 1 1 0h 0 0000h 135 0 82 7397 105 1  
178       0 1 1 0h 0 0000h 135 0 82 7397 106 1  
179       0 1 1 0h 0 0000h 135 0 82 7397 107 1  
180       0 1 1 0h 0 0000h 135 0 82 7397 108 1  
181       0 1 1 0h 0 0000h 135 0 82 7397 109 1  
182       0 1 1 0h 0 0000h 135 0 82 7397 110 1  
183       0 1 1 0h 0 0000h 135 0 82 7397 111 1  
184       0 1 1 0h 0 0000h 135 0 82 7397 112 1  
185       0 1 1 0h 0 0000h 135 0 82 7397 113 1  
186       0 1 1 0h 0 0000h 135 0 82 7397 114 1  
187       0 1 1 0h 0 0000h 135 0 82 7397 115 1  
188       0 1 1 0h 0 0000h 135 0 82 7397 116 1  
189       0 1 1 0h 0 0000h 135 0 82 7397 117 1  
190       0 1 1 0h 0 0000h 135 0 82 7397 118 1  
191       0 1 1 0h 0 0000h 135 0 82 7397 119 1  
192       0 1 1 0h 0 0000h 135 0 82 7397 120 1  
193       0 1 1 0h 0 0000h 135 0 82 7397 121 1  
194       0 1 1 0h 0 0000h 135 0 82 7397 122 1  
195       0 1 1 0h 0 0000h 135 0 82 7397 123 1  
196       0 1 1 0h 1 0000h 135 0 82 7397 124 1  
197       0 1 1 0h 0 0000h 135 0 82 7397 0   1  
198       0 1 1 0h 0 0000h 135 0 82 7397 1   1  
199       0 1 1 0h 0 0000h 135 0 82 7397 2   1  
200       0 1 1 0h 0 0000h 135 0 82 7397 3   1  
201       0 1 1 0h 0 0000h 135 0 82 7397 4   1  
202       0 1 1 0h 0 0000h 135 0 82 7397 5   1  
203       0 1 1 0h 0 0000h 135 0 82 7397 6   1  
204       0 1 1 0h 0 E000h 135 0 82 7397 7   1  
205       0 1 1 0h 0 07FFh 135 0 82 7397 8   1  
206       0 1 1 0h 0 0000h 135 0 82 7397 9   1  
207       0 1 1 0h 0 0000h 135 0 82 7397 10  1  
208       0 1 1 0h 0 0000h 135 0 82 7397 11  1  
209       0 1 1 0h 0 0000h 135 0 82 7397 12  1  
210       0 1 1 0h 0 0000h 135 0 82 7397 13  1  
211       0 1 1 0h 0 0000h 135 0 82 7397 14  1  
212       0 1 1 0h 0 0000h 135 0 82 7397 15  1  
213       0 1 1 0h 0 0000h 135 0 82 7397 16  1  
214       0 1 1 0h 0 0000h 135 0 82 7397 17  1  
215       0 1 1 0h 0 0000h 135 0 82 7397 18  1  
216       0 1 1 0h 0 0000h 135 0 82 7397 19  1  
217       0 1 1 0h 0 0000h 135 0 82 7397 20  1  
218       0 1 1 0h 0 0000h 135 0 82 7397 21  1  
219       0 1 1 0h 0 0000h 135 0 82 7397 22  1  
220       0 1 1 0h 0 0000h 135 0 82 7397 23  1  
221       0 1 1 0h 0 0000h 135 0 82 7397 24  1  
222       0 1 1 0h 0 0000h 135 0 82 7397 25  1  
223       0 1 1 0h 0 0000h 135 0 82 7397 26  1  
